marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_transmission_type,kms,price,state,year,vehicle_model_display_name_0,performance_metrics,luxury,size,body_style,drivetrain,vehicle_model_display_name
2011 Nissan Patrol,white,DIESEL,NISSAN,MANUAL,235916,32000,WA,2011,Patrol,3.5,3.0,4.5,Large SUV,4WD,PATROL
2000 Nissan Pulsar,grey,PETROL,NISSAN,AUTOMATIC,160000,3500,NSW,2000,Pulsar,2.5,2.0,2.0,Sedan,FWD,PULSAR
2016 Mitsubishi ASX,grey,DIESEL,MITSUBISHI,AUTOMATIC,222500,11500,SA,2016,ASX,2.5,2.0,2.0,Compact SUV,FWD,ASX
2003 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,AUTOMATIC,365000,12490,SA,2003,Landcruiser Prado,2.5,3.0,4.0,SUV,4WD,LANDCRUISER-PRADO
2005 Mazda Mazda6,grey,OTHER,MAZDA,AUTOMATIC,270000,3000,SA,2005,Mazda6,3.0,3.0,3.0,Sedan,FWD,6
2018 Nissan Qashqai,white,PETROL,NISSAN,AUTOMATIC,108000,17500,SA,2018,Qashqai,3.0,2.5,2.0,Compact SUV,FWD,QASHQAI
2015 Kia Cerato,black,PETROL,KIA,AUTOMATIC,158000,9000,SA,2015,Cerato,2.5,2.5,2,Sedan,FWD,CERATO
2006 Holden ss thunder crewman,white,PETROL,HOLDEN,AUTOMATIC,324000,14000,SA,2006,ss thunder crewman,4.2,3.8,4,Dual-Cab UTE,RWD,SS-THUNDER-CREWMAN
2010 Mazda Mazda2,red,PETROL,MAZDA,AUTOMATIC,296000,5300,SA,2010,Mazda2,2.5,2.5,1.0,Hatchback,FWD,2
2008 Holden Commodore,silver,PETROL,HOLDEN,MANUAL,220000,16000,VIC,2008,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE
2012 FIAT Ducato,white,DIESEL,FIAT,AUTOMATIC,440000,4500,VIC,2012,Ducato,2.0,1.5,5.0,Cargo Van,FWD,DUCATO
2009 Honda Civic,blue,PETROL,HONDA,MANUAL,312265,4000,VIC,2009,Civic,3.0,2.5,2.0,Sedan,FWD,CIVIC
2012 HINO FC 500 Refrigerated 3 months refo & rwc,white,DIESEL,HINO,MANUAL,314500,24999,VIC,2012,3 months refo & rwc,2.0,1.0,5.0,Truck,RWD,FC-500
2016 Nissan JUKE,grey,PETROL,NISSAN,AUTOMATIC,135000,12500,VIC,2016,JUKE,2.5,2.0,2.0,Compact SUV,FWD,JUKE
2004 Jeep Wrangler,gold,PETROL,JEEP,MANUAL,104000,14000,VIC,2004,Wrangler,2.5,2.0,3.0,SUV,4WD,WRANGLER
2013 Holden Commodore,blue,PETROL,HOLDEN,MANUAL,115000,16000,VIC,2013,Commodore,3.5,3.0,4.0,Sedan,RWD,COMMODORE
2012 Holden Captiva,white,PETROL,HOLDEN,AUTOMATIC,202735,6000,VIC,2012,Captiva,2.5,2.5,3.5,Medium SUV,AWD,CAPTIVA
2010 Toyota Hilux,white,DIESEL,TOYOTA,MANUAL,270000,17000,VIC,2010,Hilux,3.0,2.0,4.0,Dual-Cab UTE,4WD,HILUX
2005 Holden Commodore,black,PETROL,HOLDEN,AUTOMATIC,200000,7000,VIC,2005,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE
2014 Hyundai i30,silver,PETROL,HYUNDAI,AUTOMATIC,72220,14000,VIC,2014,i30,2.5,2.5,2,Hatchback,FWD,I30
2013 Holden  Ssv redline ,black,PETROL,HOLDEN,MANUAL,82000,42000,VIC,2013,ssv redline,4.0,3.5,4.0,Sedan,RWD,SSV-REDLINE
2009 Audi Q5,grey,OTHER,AUDI,AUTOMATIC,184000,6800,VIC,2009,Q5,3.5,4.0,3.0,Medium SUV,AWD,Q5
2008 Honda Accord 🤘,white,OTHER,HONDA,AUTOMATIC,144289,11990,VIC,2008,accord 🤘,2.5,3.0,3.0,Sedan,FWD,ACCORD
2004 Mitsubishi Outlander,silver,PETROL,MITSUBISHI,AUTOMATIC,246578,4000,VIC,2004,Outlander,2.5,2.5,3.0,Compact SUV,4WD,OUTLANDER
2016 Holden rg colorado,white,DIESEL,HOLDEN,AUTOMATIC,200000,25000,WA,2016,rg colorado,3.0,2.5,4.0,Dual-Cab UTE,4WD,COLORADO
2013 BMW 5 35i GT F07 MY12 TURBO MPFI 3.0L 8 SP AUTOMATIC,grey,PETROL,BMW,AUTOMATIC,144080,19990,VIC,2013,5 35i gt f07 my12 turbo mpfi 3.0l 8 sp automatic,4.0,4.5,4.0,Liftback,RWD,5-SERIES-GT
2018 BMW x4 35d twin turbo,blue,DIESEL,BMW,AUTOMATIC,93000,45800,WA,2018,x4 35d twin turbo,4.5,4.0,3.5,SUV,AWD,X4
2018 Toyota C-HR,black,PETROL,TOYOTA,AUTOMATIC,500,25000,VIC,2018,C-HR,2.5,3.0,2,Compact SUV,FWD,C-HR
2016 Ford ECOSPORT TITANIUM ,white,PETROL,FORD,AUTOMATIC,133900,13980,WA,2016,ecosport titanium,2.5,3.0,2.0,Compact SUV,FWD,ECOSPORT
2014 Mazda CX-9,black,PETROL,MAZDA,AUTOMATIC,156000,12999,WA,2014,CX-9,3.0,3.5,4.0,Large SUV,AWD,CX-9
2009 Toyota Camry,blue,PETROL,TOYOTA,AUTOMATIC,275000,5000,WA,2009,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY
2008 Holden Rodeo,black,OTHER,HOLDEN,MANUAL,350000,10200,WA,2008,Rodeo,2.5,2.0,4.0,Dual-Cab UTE,4WD,RODEO
2005 Hyundai Tiburon,yellow,DIESEL,HYUNDAI,MANUAL,108000,11500,WA,2005,Tiburon,3.5,2.5,2.0,Coupe,FWD,TIBURON
2021 Mitsubishi triton mr my22 glx ute doub 4dr,white,DIESEL,MITSUBISHI,AUTOMATIC,165119,28990,WA,2021,triton mr my22 glx ute doub 4dr,3.0,1.5,4.0,Dual-Cab UTE,4WD,TRITON
2014 Jeep Grand Cherokee,black,PETROL,JEEP,AUTOMATIC,162000,11300,WA,2014,Grand Cherokee,3.5,3.5,4,Large SUV,4WD,GRAND-CHEROKEE
2016 Hyundai Sonata,white,PETROL,HYUNDAI,AUTOMATIC,218000,8500,WA,2016,Sonata,3.0,3.5,3.0,Sedan,FWD,SONATA
2012 Holden Holden Coupe,black,PETROL,HOLDEN,MANUAL,99714,8000,WA,2012,Holden Coupe,3.5,3.0,3.0,Coupe,RWD,HOLDEN-COUPÉ
2001 Mitsubishi lancer evolution vii,white,PETROL,MITSUBISHI,MANUAL,161824,59888,WA,2001,lancer evolution vii,4.5,3.5,2.0,Sedan,AWD,LANCER-EVOLUTION-VII
2015 Nissan Pathfinder,silver,PETROL,NISSAN,AUTOMATIC,229000,10500,WA,2015,Pathfinder,3.0,3.0,4.0,Large SUV,4WD,PATHFINDER
2022 Mercedes-Benz glc 63 s 4matic+ coupe,black,PETROL,MERCEDES-BENZ,AUTOMATIC,26000,170000,QLD,2022,glc 63 s 4matic+ coupe,5.0,4.5,3.0,Coupe,AWD,GLC-63-S-4MATIC+
2008 Audi A4,silver,OTHER,AUDI,AUTOMATIC,140000,9000,QLD,2008,A4,3.0,4.0,3.0,Sedan,AWD,A4
2008 Toyota Camry,silver,PETROL,TOYOTA,AUTOMATIC,245955,5500,WA,2008,Camry,2.5,3.0,3,Sedan,FWD,CAMRY
2013 Nissan Navara,white,DIESEL,NISSAN,MANUAL,138000,4500,QLD,2013,Navara,3.0,2.0,4.0,Dual-Cab UTE,4WD,NAVARA
2015 Toyota Hilux,silver,DIESEL,TOYOTA,AUTOMATIC,195000,29999,QLD,2015,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX
2006 Holden Rodeo,white,DIESEL,HOLDEN,MANUAL,260000,2800,QLD,2006,Rodeo,2.5,2.0,4.0,Dual-Cab UTE,4WD,RODEO
2021 Lexus Lexus NX 300h,white,HYBRID,LEXUS,AUTOMATIC,98640,45000,QLD,2021,Lexus NX 300h,3.0,4.0,3.0,Compact SUV,AWD,NX-300H
2011 Hyundai Santa Fe,green,DIESEL,HYUNDAI,AUTOMATIC,232799,7250,QLD,2011,Santa Fe,3.0,3.0,4.0,Large SUV,4WD,SANTA-FE
2008 Holden Commodore VZ ,white,PETROL,HOLDEN,MANUAL,292367,8000,QLD,2008,commodore vz,3.5,2.5,4,Sedan,RWD,COMMODORE-VZ
2015 Hyundai Sonata,white,PETROL,HYUNDAI,AUTOMATIC,192860,9890,WA,2015,Sonata,3.0,3.5,3.0,Sedan,FWD,SONATA
2006 Holden Astra,black,PETROL,HOLDEN,AUTOMATIC,290000,2500,VIC,2006,Astra,2.5,2.0,2.0,Hatchback,FWD,ASTRA
2023 Nissan  Qashqai ST-L,grey,PETROL,NISSAN,AUTOMATIC,24521,31999,WA,2023,qashqai st-l,3.0,3.5,2.0,Compact SUV,FWD,QASHQAI
2012 Nissan Navara,white,DIESEL,NISSAN,MANUAL,131957,13990,WA,2012,Navara,3.0,2.0,4.0,Dual-Cab UTE,4WD,NAVARA
2023 Kia rio hatchback s yb my23,white,PETROL,KIA,AUTOMATIC,42499,20977,SA,2023,rio hatchback s yb my23,2.5,2.0,1.0,Hatchback,FWD,RIO
2013 Toyota Corolla,white,PETROL,TOYOTA,AUTOMATIC,182510,14299,WA,2013,Corolla,2.5,2.5,2.0,Sedan,FWD,COROLLA
2018 Nissan X-Trail,white,PETROL,NISSAN,AUTOMATIC,167267,15000,WA,2018,X-Trail,3.0,3.0,3.0,Medium SUV,AWD,X-TRAIL
2022 Hyundai I30N,black,PETROL,HYUNDAI,MANUAL,73000,40000,NSW,2022,i30n,4.5,3.5,2.0,Hatchback,FWD,I30-N
2012 Holden Commodore,burgundy,PETROL,HOLDEN,MANUAL,11000,10000,NSW,2012,Commodore,3.5,2.5,4.0,Sedan,RWD,COMMODORE
2010 Mazda Mazda2,grey,OTHER,MAZDA,AUTOMATIC,195000,6500,NSW,2010,Mazda2,2.5,2.5,1.0,Hatchback,FWD,2
2014 Holden Caprice,black,PETROL,HOLDEN,AUTOMATIC,147900,24990,NSW,2014,Caprice,3.5,4.0,4.0,Sedan,RWD,CAPRICE
2016 Holden Captiva,white,PETROL,HOLDEN,AUTOMATIC,90000,10000,NSW,2016,Captiva,2.5,2.5,4,Medium SUV,AWD,CAPTIVA
2010 Hyundai Hyundai iLOAD,white,DIESEL,HYUNDAI,MANUAL,321000,4800,NSW,2010,Hyundai iLOAD,2.5,2.0,4.0,Cargo Van,RWD,ILoad
2002 Toyota Landcruiser Prado,white,OTHER,TOYOTA,MANUAL,356700,7500,NSW,2002,Landcruiser Prado,3.0,3.0,4.0,Large SUV,4WD,LANDCRUISER-PRADO
2010 BMW 135i,black,PETROL,BMW,MANUAL,92000,28000,NSW,2010,series 1,4.5,4.0,2.0,Coupe,RWD,135I
2010 Kia Cerato,red,PETROL,KIA,MANUAL,288000,18000,NSW,2010,Cerato,2.5,2.0,2.0,Sedan,FWD,CERATO
2006 Toyota Estima Tarago 8 seater V6 ,white,OTHER,TOYOTA,AUTOMATIC,250000,6500,NSW,2006,estima tarago 8 seater v6,3.0,3.5,4.0,People mover,FWD,ESTIMA-TARAGO
2013 Toyota Camry,black,PETROL,TOYOTA,AUTOMATIC,218150,12500,NSW,2013,Camry,3.0,2.5,3.0,Sedan,FWD,CAMRY
2011 Mitsubishi Pajero,white,DIESEL,MITSUBISHI,AUTOMATIC,328500,13099,SA,2011,Pajero,3.5,3.0,4.0,Large SUV,4WD,PAJERO
2008 Holden Captiva,white,PETROL,HOLDEN,AUTOMATIC,240000,2500,NSW,2008,Captiva,2.5,2.5,3.5,Medium SUV,4WD,CAPTIVA
2019 Ford Ranger XLT PX MKIII,grey,DIESEL,FORD,AUTOMATIC,176000,29990,WA,2019,ranger xlt px mkiii,3.5,3.5,4.5,Dual-Cab UTE,4WD,RANGER
2024 Mazda Plug-In Hybrid CX-60 A 8AUTO P50E GT AWD ,white,HYBRID,MAZDA,AUTOMATIC,7350,71000,NSW,2024,plug-in hybrid cx-60 a 8auto p50e gt awd,4.0,4.5,4,Medium SUV,AWD,CX-60
2012 Subaru XV,white,PETROL,SUBARU,AUTOMATIC,197000,11000,SA,2012,XV,3.0,2.5,2.0,Compact SUV,AWD,XV
2011 Mazda Mazda3,black,PETROL,MAZDA,MANUAL,200000,5700,NSW,2011,Mazda3,3.0,2.5,2.0,Hatchback,FWD,3
2003 Subaru Outback,burgundy,PETROL,SUBARU,MANUAL,155000,4000,SA,2003,Outback,2.5,2.0,3.0,Wagon,AWD,OUTBACK
2004 Subaru Outback 2.5i Luxury,blue,PETROL,SUBARU,AUTOMATIC,213531,4000,SA,2004,outback 2.5i luxury,3.0,3.5,3.0,Crossover,AWD,OUTBACK
2016 Holden Holden Colorado,grey,DIESEL,HOLDEN,AUTOMATIC,220000,26000,SA,2016,Holden Colorado,3.0,2.5,4.0,Dual-Cab UTE,4WD,COLORADO
2008 Mazda Mazda3,grey,DIESEL,MAZDA,MANUAL,196000,6500,SA,2008,Mazda3,3.0,2.5,2.0,Sedan,FWD,3
2003 Nissan Patrol,red,OTHER,NISSAN,MANUAL,100000,12000,NSW,2003,Patrol,2.5,2.0,4.0,Large SUV,4WD,PATROL
2020 Mitsubishi ASX,grey,PETROL,MITSUBISHI,AUTOMATIC,53000,25000,SA,2020,ASX,2.5,2.5,2.0,Compact SUV,FWD,ASX
2022 Toyota kluger grande awd,silver,HYBRID,TOYOTA,AUTOMATIC,58000,54900,SA,2022,kluger grande awd,3.5,4.0,4.0,Large SUV,AWD,KLUGER
2013 Toyota Hilux,grey,DIESEL,TOYOTA,AUTOMATIC,340000,20000,SA,2013,Hilux,3.0,1.5,4.0,Dual-Cab UTE,4WD,HILUX
2019 Hyundai i30,red,PETROL,HYUNDAI,AUTOMATIC,140000,22000,VIC,2019,i30,3.0,2.5,2.0,Hatchback,FWD,I30
2001 BMW E39 528i,black,OTHER,BMW,AUTOMATIC,312000,4200,VIC,2001,e39 528i,3.5,4.0,3.0,Sedan,RWD,528I
2000 Toyota camry csi sedan auto. air. steer. very clean tidy original. fantastic to drive,blue,PETROL,TOYOTA,AUTOMATIC,207552,4999,SA,2000,camry csi sedan auto. air. steer. very clean tidy original. fantastic to drive,2.5,2.0,3.0,Sedan,FWD,CAMRY
2008 Mitsubishi triton glx ml auto 4x2 dual cab,white,DIESEL,MITSUBISHI,AUTOMATIC,344353,5000,SA,2008,triton glx ml auto 4x2 dual cab,2.5,2.0,4.0,Dual-Cab UTE,4WD,TRITON
2018 Mazda CX-8,charcoal,DIESEL,MAZDA,AUTOMATIC,171000,26999,SA,2018,CX-8,3.5,4.0,4,Large SUV,AWD,CX-8
2012 Audi Q3,white,PETROL,AUDI,AUTOMATIC,303000,3500,VIC,2012,Q3,3.0,4.0,2.0,Compact SUV,AWD,Q3
2008 Honda CR-V,black,PETROL,HONDA,AUTOMATIC,168000,9990,SA,2008,CR-V,3.0,3.0,3.0,Compact SUV,AWD,CR-V
2014 Hyundai Elantra,blue,PETROL,HYUNDAI,AUTOMATIC,159000,9500,VIC,2014,Elantra,2.5,2.0,2.0,Sedan,FWD,ELANTRA
2004 Nissan 350Z,grey,PETROL,NISSAN,AUTOMATIC,161733,12500,VIC,2004,350Z,4.0,3.0,2.0,Coupe,RWD,350Z
2010 Toyota Corolla levin ZR auto top Of range with rego and rwc ,silver,PETROL,TOYOTA,AUTOMATIC,219000,9499,VIC,2010,of range with rego and rwc,2.5,3.5,2,Hatchback,FWD,LEVIN-ZR
2005 Mitsubishi Triton,green,OTHER,MITSUBISHI,MANUAL,278000,9500,VIC,2005,triton,2.5,2.0,3.5,Dual-Cab UTE,4WD,TRITON
2024 Mitsubishi Outlander,white,PETROL,MITSUBISHI,AUTOMATIC,65000,43900,VIC,2024,Outlander,3.5,3.5,4,Medium SUV,AWD,OUTLANDER
2004 Subaru Impreza,white,PETROL,SUBARU,MANUAL,258000,5500,WA,2004,Impreza,3.0,2.5,2.0,Sedan,AWD,IMPREZA
2019 Mazda CX-9,red,PETROL,MAZDA,AUTOMATIC,72000,37900,VIC,2019,CX-9,3.5,4.0,4.0,Large SUV,AWD,CX-9
2013 Hyundai Veloster,red,PETROL,HYUNDAI,AUTOMATIC,175860,10995,NSW,2013,Veloster,3.0,2.5,2.0,Liftback,FWD,VELOSTER
2022 Mitsubishi Triton GLX 4x2 Dualcab,white,DIESEL,MITSUBISHI,AUTOMATIC,89923,29680,VIC,2022,triton glx 4x2 dualcab,2.5,1.5,4.0,Dual-Cab UTE,RWD,TRITON
2012 Holden Cruze,silver,OTHER,HOLDEN,AUTOMATIC,94000,7000,SA,2012,cruze,2.5,2.0,2.0,Sedan,FWD,CRUZE
2007 Holden Barina,silver,OTHER,HOLDEN,MANUAL,195273,3000,SA,2007,Barina,2.0,2.0,1.0,Hatchback,FWD,BARINA
2007 Honda Civic Sport (Top of the Range),grey,PETROL,HONDA,AUTOMATIC,232500,6990,SA,2007,civic sport (top of the range),3.2,3.5,2,Sedan,FWD,CIVIC-SPORT
2011 Toyota Landcruiser 200,silver,DIESEL,TOYOTA,AUTOMATIC,249140,50500,SA,2011,Landcruiser 200,3.5,4.0,5.0,Large SUV,4WD,LAND-CRUISER-200
2023 Isuzu D-Max,white,DIESEL,ISUZU,AUTOMATIC,44450,52900,QLD,2023,D-Max,3.5,3.0,4.0,Dual-Cab UTE,4WD,D-MAX
2020 Hyundai i30,silver,OTHER,HYUNDAI,AUTOMATIC,72401,18000,QLD,2020,i30,3.0,3.0,2.0,Hatchback,FWD,I30
2016 Mazda Mazda3,white,PETROL,MAZDA,MANUAL,101000,13000,QLD,2016,Mazda3,3.0,3.0,2.0,Hatchback,FWD,3
2017 Volkswagen Passat,white,DIESEL,VOLKSWAGEN,AUTOMATIC,103000,23500,VIC,2017,Passat,3.5,3.5,3.0,Sedan,FWD,PASSAT
2025 Isuzu D-Max,grey,DIESEL,ISUZU,AUTOMATIC,300,69990,WA,2025,D-Max,3.5,3.0,4.0,Dual-Cab UTE,4WD,D-MAX
2013 Jeep Wrangler Unlimited,black,PETROL,JEEP,AUTOMATIC,155342,24000,WA,2013,Wrangler Unlimited,3.0,2.5,4.0,SUV,4WD,WRANGLER-UNLIMITED
2000 Nissan Patrol,white,PETROL,NISSAN,AUTOMATIC,480000,12000,WA,2000,Patrol,2.5,2.0,4.0,SUV,4WD,PATROL
2008 Mazda MX-5,silver,PETROL,MAZDA,MANUAL,112000,20000,WA,2008,MX-5,3.5,3.0,1.5,Convertible,RWD,MX-5
2017 Hyundai Tucson,white,PETROL,HYUNDAI,AUTOMATIC,157000,17000,WA,2017,Tucson,3.0,3.0,3.0,Compact SUV,FWD,TUCSON
2010 Holden Captiva,white,PETROL,HOLDEN,AUTOMATIC,103292,6600,WA,2010,Captiva,2.5,3.0,4.0,Medium SUV,AWD,CAPTIVA
2015 BMW 420i Gran Coupe Luxury Line,brown,PETROL,BMW,AUTOMATIC,130526,18888,WA,2015,420i gran coupe luxury line,3.5,4.0,3.0,Liftback,RWD,4-SERIES
2012 Hyundai i30,grey,DIESEL,HYUNDAI,AUTOMATIC,223000,5500,WA,2012,i30,3.0,2.5,2.0,Hatchback,FWD,I30
2024 Mercedes-Benz A200 Repairable WO,white,PETROL,MERCEDES-BENZ,AUTOMATIC,18000,17500,WA,2024,a200 repairable wo,3.0,4.0,2.0,Hatchback,FWD,A200
2016 BMW 420i Grand Coupe,black,PETROL,BMW,AUTOMATIC,98600,26000,WA,2016,420i grand coupe,3.0,4.0,3.0,Liftback,RWD,420I-GRAND-COUPE
2011 Nissan Micra,blue,PETROL,NISSAN,AUTOMATIC,155000,6000,WA,2011,Micra,2.0,1.5,1.0,Hatchback,FWD,MICRA
2016 Porsche Macan,black,PETROL,PORSCHE,AUTOMATIC,76000,55000,WA,2016,Macan,4.0,4.5,3.0,Medium SUV,AWD,MACAN
2009 Ford Falcon,white,OTHER,FORD,AUTOMATIC,317000,4000,WA,2009,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON
2014 Nissan altima  l33 st sedan 4dr x-tronic 1sp 2.5i,white,PETROL,NISSAN,AUTOMATIC,123425,10990,WA,2014,altima  l33 st sedan 4dr x-tronic 1sp 2.5i,2.5,2.0,3.0,Sedan,FWD,ALTIMA
2020 Nissan Navara,white,DIESEL,NISSAN,AUTOMATIC,240000,21000,NSW,2020,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA
2018 Ford Focus,white,PETROL,FORD,MANUAL,155000,30000,WA,2018,Focus,3.0,2.5,2.0,Hatchback,FWD,FOCUS
2002 BMW X5,silver,PETROL,BMW,AUTOMATIC,262000,5000,WA,2002,X5,3.5,4.0,4.0,Large SUV,AWD,X5
2017 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,182000,13000,NSW,2017,Camry,3.0,3.5,3.0,Sedan,FWD,CAMRY
2015 Toyota 86,white,PETROL,TOYOTA,MANUAL,28500,28500,NSW,2015,86,3.5,3.0,1.5,Coupe,RWD,86
2014 Subaru WRX,blue,PETROL,SUBARU,MANUAL,138500,32000,NSW,2014,WRX,4.0,2.5,2.0,Sedan,AWD,WRX
2019 Hyundai Tucson,black,PETROL,HYUNDAI,AUTOMATIC,70000,21000,NSW,2019,Tucson,3.0,3.5,3.0,Compact SUV,FWD,TUCSON
2017 Toyota Hilux,grey,DIESEL,TOYOTA,AUTOMATIC,300000,29000,NSW,2017,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX
2008 Toyota Kluger,white,PETROL,TOYOTA,AUTOMATIC,412577,5500,NSW,2008,kluger,3.0,3.0,4.0,Large SUV,AWD,KLUGER
2014 Audi A4,grey,PETROL,AUDI,AUTOMATIC,96800,19000,NSW,2014,A4,3.2,4.0,3.0,Sedan,AWD,A4
2014 Holden Barina,blue,PETROL,HOLDEN,AUTOMATIC,135775,7000,NSW,2014,Barina,2.5,2.0,1.5,Hatchback,FWD,BARINA
2011 Toyota RAV4,white,PETROL,TOYOTA,AUTOMATIC,169000,9000,NSW,2011,RAV4,3.0,2.5,3.0,Compact SUV,AWD,RAV4
2022 MG ZST,white,PETROL,MG,AUTOMATIC,49000,17000,NSW,2022,zst,3.2,3.5,2,Compact SUV,FWD,ZST
2010 Hyundai i30,white,PETROL,HYUNDAI,AUTOMATIC,207500,4500,NSW,2010,i30,2.5,2.0,2.0,Hatchback,FWD,I30
2017 Suzuki Ignis,charcoal,OTHER,SUZUKI,AUTOMATIC,11855,16500,NSW,2017,Ignis,2.0,2.0,1.0,Hatchback,FWD,IGNIS
2023 Kia seltos,white,PETROL,KIA,AUTOMATIC,29000,38000,NSW,2023,seltos,3.0,3.0,2.0,Compact SUV,FWD,SELTOS
2018 Nissan Qashqai,grey,PETROL,NISSAN,AUTOMATIC,15487,18000,NSW,2018,Qashqai,3.0,2.5,2.0,Compact SUV,FWD,QASHQAI
2023 MG ZS,black,PETROL,MG,AUTOMATIC,42000,14999,NSW,2023,ZS,2.5,2.5,2,Compact SUV,FWD,ZS
2017 Hyundai i40,white,DIESEL,HYUNDAI,AUTOMATIC,124787,15500,NSW,2017,i40,3.0,2.5,3.0,Sedan,FWD,I40
2021 Jeep Wrangler Unlimited,black,PETROL,JEEP,AUTOMATIC,73165,51900,NSW,2021,Wrangler Unlimited,3.5,3.5,4.0,SUV,4WD,WRANGLER-UNLIMITED
2017 BMW X4,red,PETROL,BMW,AUTOMATIC,30000,45000,VIC,2017,X4,3.5,4.0,3.0,SUV,AWD,X4
2007 Toyota Yaris,grey,PETROL,TOYOTA,AUTOMATIC,173000,7500,VIC,2007,Yaris,2.0,2.0,1.0,Hatchback,FWD,YARIS
2019 Subaru WRX,grey,PETROL,SUBARU,AUTOMATIC,147000,31500,VIC,2019,WRX,3.8,3.5,2,Sedan,AWD,WRX
2018 Isuzu D-Max,white,DIESEL,ISUZU,AUTOMATIC,114000,16000,VIC,2018,D-Max,3.0,2.5,4.0,Dual-Cab UTE,4WD,D-MAX
2017 Ford Ranger,silver,DIESEL,FORD,AUTOMATIC,95000,28500,VIC,2017,Ranger,3.5,3.0,4.0,Dual-Cab UTE,4WD,RANGER
2007 Volkswagen Golf,red,PETROL,VOLKSWAGEN,AUTOMATIC,245740,3999,VIC,2007,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF
2010 BMW 320i,red,PETROL,BMW,AUTOMATIC,218000,7999,VIC,2010,series 3,2.5,4.0,3.0,Sedan,RWD,320I
2011 Subaru Forester,white,PETROL,SUBARU,AUTOMATIC,212000,6500,VIC,2011,Forester,3.2,3.0,3.0,SUV,AWD,FORESTER
2019 Škoda Kodiaq,silver,PETROL,ŠKODA,AUTOMATIC,202000,17000,VIC,2019,Kodiaq,3.5,3.5,4,Medium SUV,AWD,KODIAQ
2022 Kia stonic,white,PETROL,KIA,AUTOMATIC,31400,22000,VIC,2022,stonic,2.5,2.5,2,Compact SUV,FWD,STONIC
2021 Hyundai i30,white,PETROL,HYUNDAI,AUTOMATIC,62000,20999,VIC,2021,i30,3.0,2.5,2.0,Hatchback,FWD,I30
2015 Mazda 2,red,PETROL,MAZDA,AUTOMATIC,72000,16000,VIC,2015,Mazda2,2.5,3.0,1.5,Hatchback,FWD,2
2015 Mazda Mazda2,silver,OTHER,MAZDA,AUTOMATIC,82000,15200,VIC,2015,mazda2,2.5,2.5,1.5,Hatchback,FWD,MAZDA2
2006 Toyota Aurion,blue,PETROL,TOYOTA,AUTOMATIC,253000,5500,SA,2006,Aurion,3.0,3.5,3.0,Sedan,FWD,AURION
2007 Ford Territory,grey,PETROL,FORD,AUTOMATIC,200000,3500,SA,2007,Territory,3.0,3.0,4.0,Large SUV,RWD,TERRITORY
2011 Volkswagen Amarok,grey,DIESEL,VOLKSWAGEN,MANUAL,221500,14500,SA,2011,Amarok,3.5,2.5,4.5,Dual-Cab UTE,4WD,AMAROK
2016 Porsche Cayenne,white,DIESEL,PORSCHE,AUTOMATIC,130000,60000,SA,2016,Cayenne,4.2,4.5,4,SUV,AWD,CAYENNE
2014 BMW F22 M235i ,black,PETROL,BMW,AUTOMATIC,140200,12500,SA,2014,f22 m235i,4.0,4.0,2.0,Coupe,RWD,M235I
2014 Ford Focus,blue,PETROL,FORD,AUTOMATIC,135000,8990,SA,2014,Focus,3.2,2.5,2,Hatchback,FWD,FOCUS
2005 Subaru Impreza,white,PETROL,SUBARU,MANUAL,233000,3500,SA,2005,Impreza,3.0,2.5,2.0,Sedan,AWD,IMPREZA
2013 Jeep Cherokee,black,PETROL,JEEP,AUTOMATIC,210000,8500,SA,2013,Cherokee,3.0,3.0,3.0,SUV,4WD,CHEROKEE
2013 Holden Calais,silver,OTHER,HOLDEN,AUTOMATIC,163000,18000,SA,2013,Calais,3.5,4.0,4.0,Sedan,RWD,CALAIS
2023 Toyota RAV4,white,HYBRID,TOYOTA,AUTOMATIC,54000,43790,SA,2023,RAV4,3.8,3.5,3,Medium SUV,AWD,RAV4
2015 Holden Sv6 commodore ,white,PETROL,HOLDEN,AUTOMATIC,193000,15250,SA,2015,sv6 commodore,4.0,3.5,4.0,Sedan,RWD,COMMODORE
2023 MINI Countryman,grey,HYBRID,MINI,AUTOMATIC,36000,34000,QLD,2023,Countryman,3.5,4.0,2.5,Compact SUV,AWD,COUNTRYMAN
2019 MINI Cooper,orange,PETROL,MINI,AUTOMATIC,22500,28950,QLD,2019,Cooper,3.0,3.5,1.5,Hatchback,FWD,COOPER
2013 Ford Focus,white,PETROL,FORD,AUTOMATIC,85600,5999,QLD,2013,Focus,2.8,2.5,2,Hatchback,FWD,FOCUS
