marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_transmission_type,kms,price,state,year,vehicle_model_display_name_0,performance_metrics,luxury,size,body_style,drivetrain,vehicle_model_display_name,description
2011 Ford Ranger,white,DIESEL,FORD,MANUAL,241000,6500,QLD,2011,Ranger,3.0,2.5,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2011 Toyota Hilux,white,DIESEL,TOYOTA,MANUAL,280000,26000,QLD,2011,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2010 Holden Holden Colorado,black,DIESEL,HOLDEN,MANUAL,320000,17000,QLD,2010,Holden Colorado,2.5,2.0,4.0,Dual-Cab UTE,4WD,COLORADO,COLORADO
2021 Porsche Macan,grey,PETROL,PORSCHE,AUTOMATIC,78592,69500,QLD,2021,Macan,4.0,4.5,3.0,SUV,AWD,MACAN,MACAN
2015 MINI Cooper,red,PETROL,MINI,AUTOMATIC,137000,16000,VIC,2015,Cooper,3.5,3.5,1.5,Hatchback,FWD,COOPER,COOPER
2017 Mazda CX-5,red,PETROL,MAZDA,AUTOMATIC,201168,19500,VIC,2017,CX-5,3.0,3.5,3.0,Medium SUV,AWD,CX-5,CX-5
2010 Ford Falcon,silver,PETROL,FORD,MANUAL,209000,13000,SA,2010,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON,FALCON
2008 Mazda BT-50,white,DIESEL,MAZDA,MANUAL,326500,6000,SA,2008,BT-50,2.5,2.0,4.0,Dual-Cab UTE,4WD,BT-50,BT-50
2008 Ford Focus,orange,PETROL,FORD,MANUAL,167000,8000,NSW,2008,Focus,2.5,2.0,2.0,Hatchback,FWD,FOCUS,FOCUS
2012 Toyota Landcruiser 200,white,DIESEL,TOYOTA,AUTOMATIC,183000,68500,NSW,2012,Landcruiser 200,3.5,4.0,5.0,Large SUV,4WD,LANDCRUISER,LANDCRUISER
2017 Honda Civic,black,PETROL,HONDA,AUTOMATIC,72000,20999,NSW,2017,Civic,3.5,3.0,2.0,Sedan,FWD,CIVIC,CIVIC
2011 Lexus Lexus IS 250,white,PETROL,LEXUS,AUTOMATIC,165000,14000,NSW,2011,Lexus IS 250,3.0,4.0,3.0,Sedan,RWD,IS,IS-250
2014 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,245000,9500,NSW,2014,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2008 Ford Fiesta,blue,PETROL,FORD,AUTOMATIC,15700,4800,NSW,2008,Fiesta,2.5,2.0,1.5,Hatchback,FWD,FIESTA,FIESTA
2023 Ford mustang gt/cs,grey,OTHER,FORD,MANUAL,20500,70800,NSW,2023,mustang gt/cs,4.5,4.0,3.0,Coupe,RWD,MUSTANG,MUSTANG
2012 Ford Fiesta,silver,PETROL,FORD,AUTOMATIC,202891,3000,NSW,2012,Fiesta,2.5,2.0,2.0,Hatchback,FWD,FIESTA,FIESTA
2009 Hyundai Getz,black,PETROL,HYUNDAI,AUTOMATIC,256000,3200,NSW,2009,Getz,2.0,1.5,1.0,Hatchback,FWD,GETZ,GETZ
2023 Ford Ranger wildtrak,white,DIESEL,FORD,AUTOMATIC,39000,63999,NSW,2023,ranger wildtrak,4.0,4.0,4.0,Dual-Cab UTE,4WD,RANGER,RANGER-WILDTRAK
2004 Honda Accord,gold,PETROL,HONDA,AUTOMATIC,153650,4900,NSW,2004,Accord,2.5,3.0,3.0,Sedan,FWD,ACCORD,ACCORD
2022 Toyota RAV4,silver,HYBRID,TOYOTA,AUTOMATIC,30000,42000,SA,2022,RAV4,3.0,3.5,3.0,Medium SUV,AWD,RAV4,RAV4
2016 Mitsubishi ASX,red,PETROL,MITSUBISHI,AUTOMATIC,155500,13900,NSW,2016,ASX,2.5,2.0,2.0,Compact SUV,FWD,ASX,ASX
2021 BMW m3 competition,green,OTHER,BMW,AUTOMATIC,15050,132990,NSW,2021,m3 competition,5.0,4.5,3.0,Sedan,AWD,M3,M3-COMPETITION
2013 Audi Q7,black,DIESEL,AUDI,AUTOMATIC,50000,27500,NSW,2013,Q7,3.5,4.0,5.0,Large SUV,AWD,Q7,Q7
2004 Toyota Corolla,burgundy,PETROL,TOYOTA,AUTOMATIC,322212,4999,SA,2004,Corolla,2.0,2.5,2.0,Hatchback,FWD,COROLLA,COROLLA
2011 Hyundai i30,blue,PETROL,HYUNDAI,AUTOMATIC,175060,4500,WA,2011,i30,2.5,2.0,2.0,Hatchback,FWD,I30,I30
2011 Nissan Patrol,white,DIESEL,NISSAN,MANUAL,235916,32000,WA,2011,Patrol,3.5,3.0,4.5,Large SUV,4WD,PATROL,PATROL
2000 Nissan Pulsar,grey,PETROL,NISSAN,AUTOMATIC,160000,3500,NSW,2000,Pulsar,2.5,2.0,2.0,Sedan,FWD,PULSAR,PULSAR
2016 Mitsubishi ASX,grey,DIESEL,MITSUBISHI,AUTOMATIC,222500,11500,SA,2016,ASX,2.5,2.0,2.0,Compact SUV,FWD,ASX,ASX
2003 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,AUTOMATIC,365000,12490,SA,2003,Landcruiser Prado,2.5,3.0,4.0,SUV,4WD,LANDCRUISER,LANDCRUISER-PRADO
2018 Nissan Qashqai,white,PETROL,NISSAN,AUTOMATIC,108000,17500,SA,2018,Qashqai,3.0,2.5,2.0,Compact SUV,FWD,QASHQAI,QASHQAI
2015 Kia Cerato,black,PETROL,KIA,AUTOMATIC,158000,9000,SA,2015,Cerato,2.5,2.5,2.0,Sedan,FWD,CERATO,CERATO
2006 Holden ss thunder crewman,white,PETROL,HOLDEN,AUTOMATIC,324000,14000,SA,2006,ss thunder crewman,4.2,3.8,4.0,Dual-Cab UTE,RWD,CREWMAN,SS-THUNDER-CREWMAN
2008 Holden Commodore,silver,PETROL,HOLDEN,MANUAL,220000,16000,VIC,2008,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2012 FIAT Ducato,white,DIESEL,FIAT,AUTOMATIC,440000,4500,VIC,2012,Ducato,2.0,1.5,5.0,Cargo Van,FWD,DUCATO,DUCATO
2009 Honda Civic,blue,PETROL,HONDA,MANUAL,312265,4000,VIC,2009,Civic,3.0,2.5,2.0,Sedan,FWD,CIVIC,CIVIC
2016 Nissan JUKE,grey,PETROL,NISSAN,AUTOMATIC,135000,12500,VIC,2016,JUKE,2.5,2.0,2.0,Compact SUV,FWD,JUKE,JUKE
2004 Jeep Wrangler,gold,PETROL,JEEP,MANUAL,104000,14000,VIC,2004,Wrangler,2.5,2.0,3.0,SUV,4WD,WRANGLER,WRANGLER
2013 Holden Commodore,blue,PETROL,HOLDEN,MANUAL,115000,16000,VIC,2013,Commodore,3.5,3.0,4.0,Sedan,RWD,COMMODORE,COMMODORE
2012 Holden Captiva,white,PETROL,HOLDEN,AUTOMATIC,202735,6000,VIC,2012,Captiva,2.5,2.5,3.5,Medium SUV,AWD,CAPTIVA,CAPTIVA
2010 Toyota Hilux,white,DIESEL,TOYOTA,MANUAL,270000,17000,VIC,2010,Hilux,3.0,2.0,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2005 Holden Commodore,black,PETROL,HOLDEN,AUTOMATIC,200000,7000,VIC,2005,Commodore,3.0,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2014 Hyundai i30,silver,PETROL,HYUNDAI,AUTOMATIC,72220,14000,VIC,2014,i30,2.5,2.5,2.0,Hatchback,FWD,I30,I30
2009 Audi Q5,grey,OTHER,AUDI,AUTOMATIC,184000,6800,VIC,2009,Q5,3.5,4.0,3.0,Medium SUV,AWD,Q5,Q5
2008 Honda Accord 🤘,white,OTHER,HONDA,AUTOMATIC,144289,11990,VIC,2008,accord 🤘,2.5,3.0,3.0,Sedan,FWD,ACCORD,ACCORD
2004 Mitsubishi Outlander,silver,PETROL,MITSUBISHI,AUTOMATIC,246578,4000,VIC,2004,Outlander,2.5,2.5,3.0,Compact SUV,4WD,OUTLANDER,OUTLANDER
2016 Holden rg colorado,white,DIESEL,HOLDEN,AUTOMATIC,200000,25000,WA,2016,rg colorado,3.0,2.5,4.0,Dual-Cab UTE,4WD,COLORADO,COLORADO
2018 BMW x4 35d twin turbo,blue,DIESEL,BMW,AUTOMATIC,93000,45800,WA,2018,x4 35d twin turbo,4.5,4.0,3.5,SUV,AWD,X4,X4
2018 Toyota C-HR,black,PETROL,TOYOTA,AUTOMATIC,500,25000,VIC,2018,C-HR,2.5,3.0,2.0,Compact SUV,FWD,C-HR,C-HR
2014 Mazda CX-9,black,PETROL,MAZDA,AUTOMATIC,156000,12999,WA,2014,CX-9,3.0,3.5,4.0,Large SUV,AWD,CX-9,CX-9
2009 Toyota Camry,blue,PETROL,TOYOTA,AUTOMATIC,275000,5000,WA,2009,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2008 Holden Rodeo,black,OTHER,HOLDEN,MANUAL,350000,10200,WA,2008,Rodeo,2.5,2.0,4.0,Dual-Cab UTE,4WD,RODEO,RODEO
2021 Mitsubishi triton mr my22 glx ute doub 4dr,white,DIESEL,MITSUBISHI,AUTOMATIC,165119,28990,WA,2021,triton mr my22 glx ute doub 4dr,3.0,1.5,4.0,Dual-Cab UTE,4WD,TRITON,TRITON
2014 Jeep Grand Cherokee,black,PETROL,JEEP,AUTOMATIC,162000,11300,WA,2014,Grand Cherokee,3.5,3.5,4.0,Large SUV,4WD,GRAND-CHEROKEE,GRAND-CHEROKEE
2016 Hyundai Sonata,white,PETROL,HYUNDAI,AUTOMATIC,218000,8500,WA,2016,Sonata,3.0,3.5,3.0,Sedan,FWD,SONATA,SONATA
2001 Mitsubishi lancer evolution vii,white,PETROL,MITSUBISHI,MANUAL,161824,59888,WA,2001,lancer evolution vii,4.5,3.5,2.0,Sedan,AWD,LANCER,LANCER-EVOLUTION-VII
2015 Nissan Pathfinder,silver,PETROL,NISSAN,AUTOMATIC,229000,10500,WA,2015,Pathfinder,3.0,3.0,4.0,Large SUV,4WD,PATHFINDER,PATHFINDER
2022 Mercedes-Benz glc 63 s 4matic+ coupe,black,PETROL,MERCEDES-BENZ,AUTOMATIC,26000,170000,QLD,2022,glc 63 s 4matic+ coupe,5.0,4.5,3.0,Coupe,AWD,GLC,GLC-63-S-4MATIC+
2008 Audi A4,silver,OTHER,AUDI,AUTOMATIC,140000,9000,QLD,2008,A4,3.0,4.0,3.0,Sedan,AWD,A4,A4
2008 Toyota Camry,silver,PETROL,TOYOTA,AUTOMATIC,245955,5500,WA,2008,Camry,2.5,3.0,3.0,Sedan,FWD,CAMRY,CAMRY
2013 Nissan Navara,white,DIESEL,NISSAN,MANUAL,138000,4500,QLD,2013,Navara,3.0,2.0,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2015 Toyota Hilux,silver,DIESEL,TOYOTA,AUTOMATIC,195000,29999,QLD,2015,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2006 Holden Rodeo,white,DIESEL,HOLDEN,MANUAL,260000,2800,QLD,2006,Rodeo,2.5,2.0,4.0,Dual-Cab UTE,4WD,RODEO,RODEO
2021 Lexus Lexus NX 300h,white,HYBRID,LEXUS,AUTOMATIC,98640,45000,QLD,2021,Lexus NX 300h,3.0,4.0,3.0,Compact SUV,AWD,NX,NX-300H
2011 Hyundai Santa Fe,green,DIESEL,HYUNDAI,AUTOMATIC,232799,7250,QLD,2011,Santa Fe,3.0,3.0,4.0,Large SUV,4WD,SANTA-FE,SANTA-FE
2008 Holden Commodore VZ ,white,PETROL,HOLDEN,MANUAL,292367,8000,QLD,2008,commodore vz,3.5,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE-VZ
2015 Hyundai Sonata,white,PETROL,HYUNDAI,AUTOMATIC,192860,9890,WA,2015,Sonata,3.0,3.5,3.0,Sedan,FWD,SONATA,SONATA
2006 Holden Astra,black,PETROL,HOLDEN,AUTOMATIC,290000,2500,VIC,2006,Astra,2.5,2.0,2.0,Hatchback,FWD,ASTRA,ASTRA
2023 Nissan  Qashqai ST-L,grey,PETROL,NISSAN,AUTOMATIC,24521,31999,WA,2023,qashqai st-l,3.0,3.5,2.0,Compact SUV,FWD,QASHQAI,QASHQAI
2012 Nissan Navara,white,DIESEL,NISSAN,MANUAL,131957,13990,WA,2012,Navara,3.0,2.0,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2023 Kia rio hatchback s yb my23,white,PETROL,KIA,AUTOMATIC,42499,20977,SA,2023,rio hatchback s yb my23,2.5,2.0,1.0,Hatchback,FWD,RIO,RIO
2013 Toyota Corolla,white,PETROL,TOYOTA,AUTOMATIC,182510,14299,WA,2013,Corolla,2.5,2.5,2.0,Sedan,FWD,COROLLA,COROLLA
2018 Nissan X-Trail,white,PETROL,NISSAN,AUTOMATIC,167267,15000,WA,2018,X-Trail,3.0,3.0,3.0,Medium SUV,AWD,X-TRAIL,X-TRAIL
2022 Hyundai I30N,black,PETROL,HYUNDAI,MANUAL,73000,40000,NSW,2022,i30n,4.5,3.5,2.0,Hatchback,FWD,I30,I30-N
2012 Holden Commodore,burgundy,PETROL,HOLDEN,MANUAL,11000,10000,NSW,2012,Commodore,3.5,2.5,4.0,Sedan,RWD,COMMODORE,COMMODORE
2014 Holden Caprice,black,PETROL,HOLDEN,AUTOMATIC,147900,24990,NSW,2014,Caprice,3.5,4.0,4.0,Sedan,RWD,CAPRICE,CAPRICE
2016 Holden Captiva,white,PETROL,HOLDEN,AUTOMATIC,90000,10000,NSW,2016,Captiva,2.5,2.5,4.0,Medium SUV,AWD,CAPTIVA,CAPTIVA
2010 Hyundai Hyundai iLOAD,white,DIESEL,HYUNDAI,MANUAL,321000,4800,NSW,2010,Hyundai iLOAD,2.5,2.0,4.0,Cargo Van,RWD,ILOAD,ILoad
2002 Toyota Landcruiser Prado,white,OTHER,TOYOTA,MANUAL,356700,7500,NSW,2002,Landcruiser Prado,3.0,3.0,4.0,Large SUV,4WD,LANDCRUISER,LANDCRUISER-PRADO
2010 Kia Cerato,red,PETROL,KIA,MANUAL,288000,18000,NSW,2010,Cerato,2.5,2.0,2.0,Sedan,FWD,CERATO,CERATO
2013 Toyota Camry,black,PETROL,TOYOTA,AUTOMATIC,218150,12500,NSW,2013,Camry,3.0,2.5,3.0,Sedan,FWD,CAMRY,CAMRY
2011 Mitsubishi Pajero,white,DIESEL,MITSUBISHI,AUTOMATIC,328500,13099,SA,2011,Pajero,3.5,3.0,4.0,Large SUV,4WD,PAJERO,PAJERO
2008 Holden Captiva,white,PETROL,HOLDEN,AUTOMATIC,240000,2500,NSW,2008,Captiva,2.5,2.5,3.5,Medium SUV,4WD,CAPTIVA,CAPTIVA
2019 Ford Ranger XLT PX MKIII,grey,DIESEL,FORD,AUTOMATIC,176000,29990,WA,2019,ranger xlt px mkiii,3.5,3.5,4.5,Dual-Cab UTE,4WD,RANGER,RANGER
2012 Subaru XV,white,PETROL,SUBARU,AUTOMATIC,197000,11000,SA,2012,XV,3.0,2.5,2.0,Compact SUV,AWD,XV,XV
2003 Subaru Outback,burgundy,PETROL,SUBARU,MANUAL,155000,4000,SA,2003,Outback,2.5,2.0,3.0,Wagon,AWD,OUTBACK,OUTBACK
2004 Subaru Outback 2.5i Luxury,blue,PETROL,SUBARU,AUTOMATIC,213531,4000,SA,2004,outback 2.5i luxury,3.0,3.5,3.0,Crossover,AWD,OUTBACK,OUTBACK
2016 Holden Holden Colorado,grey,DIESEL,HOLDEN,AUTOMATIC,220000,26000,SA,2016,Holden Colorado,3.0,2.5,4.0,Dual-Cab UTE,4WD,COLORADO,COLORADO
2003 Nissan Patrol,red,OTHER,NISSAN,MANUAL,100000,12000,NSW,2003,Patrol,2.5,2.0,4.0,Large SUV,4WD,PATROL,PATROL
2020 Mitsubishi ASX,grey,PETROL,MITSUBISHI,AUTOMATIC,53000,25000,SA,2020,ASX,2.5,2.5,2.0,Compact SUV,FWD,ASX,ASX
2022 Toyota kluger grande awd,silver,HYBRID,TOYOTA,AUTOMATIC,58000,54900,SA,2022,kluger grande awd,3.5,4.0,4.0,Large SUV,AWD,KLUGER,KLUGER
2013 Toyota Hilux,grey,DIESEL,TOYOTA,AUTOMATIC,340000,20000,SA,2013,Hilux,3.0,1.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2019 Hyundai i30,red,PETROL,HYUNDAI,AUTOMATIC,140000,22000,VIC,2019,i30,3.0,2.5,2.0,Hatchback,FWD,I30,I30
2000 Toyota camry csi sedan auto. air. steer. very clean tidy original. fantastic to drive,blue,PETROL,TOYOTA,AUTOMATIC,207552,4999,SA,2000,camry csi sedan auto. air. steer. very clean tidy original. fantastic to drive,2.5,2.0,3.0,Sedan,FWD,CAMRY,CAMRY
2008 Mitsubishi triton glx ml auto 4x2 dual cab,white,DIESEL,MITSUBISHI,AUTOMATIC,344353,5000,SA,2008,triton glx ml auto 4x2 dual cab,2.5,2.0,4.0,Dual-Cab UTE,4WD,TRITON,TRITON
2018 Mazda CX-8,charcoal,DIESEL,MAZDA,AUTOMATIC,171000,26999,SA,2018,CX-8,3.5,4.0,4.0,Large SUV,AWD,CX-8,CX-8
2012 Audi Q3,white,PETROL,AUDI,AUTOMATIC,303000,3500,VIC,2012,Q3,3.0,4.0,2.0,Compact SUV,AWD,Q3,Q3
2008 Honda CR-V,black,PETROL,HONDA,AUTOMATIC,168000,9990,SA,2008,CR-V,3.0,3.0,3.0,Compact SUV,AWD,CR-V,CR-V
2014 Hyundai Elantra,blue,PETROL,HYUNDAI,AUTOMATIC,159000,9500,VIC,2014,Elantra,2.5,2.0,2.0,Sedan,FWD,ELANTRA,ELANTRA
2005 Mitsubishi Triton,green,OTHER,MITSUBISHI,MANUAL,278000,9500,VIC,2005,triton,2.5,2.0,3.5,Dual-Cab UTE,4WD,TRITON,TRITON
2024 Mitsubishi Outlander,white,PETROL,MITSUBISHI,AUTOMATIC,65000,43900,VIC,2024,Outlander,3.5,3.5,4.0,Medium SUV,AWD,OUTLANDER,OUTLANDER
2004 Subaru Impreza,white,PETROL,SUBARU,MANUAL,258000,5500,WA,2004,Impreza,3.0,2.5,2.0,Sedan,AWD,IMPREZA,IMPREZA
2019 Mazda CX-9,red,PETROL,MAZDA,AUTOMATIC,72000,37900,VIC,2019,CX-9,3.5,4.0,4.0,Large SUV,AWD,CX-9,CX-9
2013 Hyundai Veloster,red,PETROL,HYUNDAI,AUTOMATIC,175860,10995,NSW,2013,Veloster,3.0,2.5,2.0,Liftback,FWD,VELOSTER,VELOSTER
2022 Mitsubishi Triton GLX 4x2 Dualcab,white,DIESEL,MITSUBISHI,AUTOMATIC,89923,29680,VIC,2022,triton glx 4x2 dualcab,2.5,1.5,4.0,Dual-Cab UTE,RWD,TRITON,TRITON
2012 Holden Cruze,silver,OTHER,HOLDEN,AUTOMATIC,94000,7000,SA,2012,cruze,2.5,2.0,2.0,Sedan,FWD,CRUZE,CRUZE
2007 Holden Barina,silver,OTHER,HOLDEN,MANUAL,195273,3000,SA,2007,Barina,2.0,2.0,1.0,Hatchback,FWD,BARINA,BARINA
2007 Honda Civic Sport (Top of the Range),grey,PETROL,HONDA,AUTOMATIC,232500,6990,SA,2007,civic sport (top of the range),3.2,3.5,2.0,Sedan,FWD,CIVIC,CIVIC-SPORT
2011 Toyota Landcruiser 200,silver,DIESEL,TOYOTA,AUTOMATIC,249140,50500,SA,2011,Landcruiser 200,3.5,4.0,5.0,Large SUV,4WD,LAND-CRUISER,LAND-CRUISER-200
2023 Isuzu D-Max,white,DIESEL,ISUZU,AUTOMATIC,44450,52900,QLD,2023,D-Max,3.5,3.0,4.0,Dual-Cab UTE,4WD,D-MAX,D-MAX
2020 Hyundai i30,silver,OTHER,HYUNDAI,AUTOMATIC,72401,18000,QLD,2020,i30,3.0,3.0,2.0,Hatchback,FWD,I30,I30
2017 Volkswagen Passat,white,DIESEL,VOLKSWAGEN,AUTOMATIC,103000,23500,VIC,2017,Passat,3.5,3.5,3.0,Sedan,FWD,PASSAT,PASSAT
2025 Isuzu D-Max,grey,DIESEL,ISUZU,AUTOMATIC,300,69990,WA,2025,D-Max,3.5,3.0,4.0,Dual-Cab UTE,4WD,D-MAX,D-MAX
2013 Jeep Wrangler Unlimited,black,PETROL,JEEP,AUTOMATIC,155342,24000,WA,2013,Wrangler Unlimited,3.0,2.5,4.0,SUV,4WD,WRANGLER,WRANGLER-UNLIMITED
2000 Nissan Patrol,white,PETROL,NISSAN,AUTOMATIC,480000,12000,WA,2000,Patrol,2.5,2.0,4.0,SUV,4WD,PATROL,PATROL
2008 Mazda MX-5,silver,PETROL,MAZDA,MANUAL,112000,20000,WA,2008,MX-5,3.5,3.0,1.5,Convertible,RWD,MX-5,MX-5
2017 Hyundai Tucson,white,PETROL,HYUNDAI,AUTOMATIC,157000,17000,WA,2017,Tucson,3.0,3.0,3.0,Compact SUV,FWD,TUCSON,TUCSON
2010 Holden Captiva,white,PETROL,HOLDEN,AUTOMATIC,103292,6600,WA,2010,Captiva,2.5,3.0,4.0,Medium SUV,AWD,CAPTIVA,CAPTIVA
2015 BMW 420i Gran Coupe Luxury Line,brown,PETROL,BMW,AUTOMATIC,130526,18888,WA,2015,420i gran coupe luxury line,3.5,4.0,3.0,Liftback,RWD,4-SERIES,4-SERIES
2012 Hyundai i30,grey,DIESEL,HYUNDAI,AUTOMATIC,223000,5500,WA,2012,i30,3.0,2.5,2.0,Hatchback,FWD,I30,I30
2011 Nissan Micra,blue,PETROL,NISSAN,AUTOMATIC,155000,6000,WA,2011,Micra,2.0,1.5,1.0,Hatchback,FWD,MICRA,MICRA
2016 Porsche Macan,black,PETROL,PORSCHE,AUTOMATIC,76000,55000,WA,2016,Macan,4.0,4.5,3.0,Medium SUV,AWD,MACAN,MACAN
2009 Ford Falcon,white,OTHER,FORD,AUTOMATIC,317000,4000,WA,2009,Falcon,3.0,2.5,4.0,Sedan,RWD,FALCON,FALCON
2020 Nissan Navara,white,DIESEL,NISSAN,AUTOMATIC,240000,21000,NSW,2020,Navara,3.0,2.5,4.0,Dual-Cab UTE,4WD,NAVARA,NAVARA
2018 Ford Focus,white,PETROL,FORD,MANUAL,155000,30000,WA,2018,Focus,3.0,2.5,2.0,Hatchback,FWD,FOCUS,FOCUS
2002 BMW X5,silver,PETROL,BMW,AUTOMATIC,262000,5000,WA,2002,X5,3.5,4.0,4.0,Large SUV,AWD,X5,X5
2017 Toyota Camry,white,PETROL,TOYOTA,AUTOMATIC,182000,13000,NSW,2017,Camry,3.0,3.5,3.0,Sedan,FWD,CAMRY,CAMRY
2014 Subaru WRX,blue,PETROL,SUBARU,MANUAL,138500,32000,NSW,2014,WRX,4.0,2.5,2.0,Sedan,AWD,WRX,WRX
2019 Hyundai Tucson,black,PETROL,HYUNDAI,AUTOMATIC,70000,21000,NSW,2019,Tucson,3.0,3.5,3.0,Compact SUV,FWD,TUCSON,TUCSON
2017 Toyota Hilux,grey,DIESEL,TOYOTA,AUTOMATIC,300000,29000,NSW,2017,Hilux,3.0,2.5,4.0,Dual-Cab UTE,4WD,HILUX,HILUX
2008 Toyota Kluger,white,PETROL,TOYOTA,AUTOMATIC,412577,5500,NSW,2008,kluger,3.0,3.0,4.0,Large SUV,AWD,KLUGER,KLUGER
2014 Audi A4,grey,PETROL,AUDI,AUTOMATIC,96800,19000,NSW,2014,A4,3.2,4.0,3.0,Sedan,AWD,A4,A4
2014 Holden Barina,blue,PETROL,HOLDEN,AUTOMATIC,135775,7000,NSW,2014,Barina,2.5,2.0,1.5,Hatchback,FWD,BARINA,BARINA
2011 Toyota RAV4,white,PETROL,TOYOTA,AUTOMATIC,169000,9000,NSW,2011,RAV4,3.0,2.5,3.0,Compact SUV,AWD,RAV4,RAV4
2010 Hyundai i30,white,PETROL,HYUNDAI,AUTOMATIC,207500,4500,NSW,2010,i30,2.5,2.0,2.0,Hatchback,FWD,I30,I30
2017 Suzuki Ignis,charcoal,OTHER,SUZUKI,AUTOMATIC,11855,16500,NSW,2017,Ignis,2.0,2.0,1.0,Hatchback,FWD,IGNIS,IGNIS
2023 Kia seltos,white,PETROL,KIA,AUTOMATIC,29000,38000,NSW,2023,seltos,3.0,3.0,2.0,Compact SUV,FWD,SELTOS,SELTOS
2018 Nissan Qashqai,grey,PETROL,NISSAN,AUTOMATIC,15487,18000,NSW,2018,Qashqai,3.0,2.5,2.0,Compact SUV,FWD,QASHQAI,QASHQAI
2023 MG ZS,black,PETROL,MG,AUTOMATIC,42000,14999,NSW,2023,ZS,2.5,2.5,2.0,Compact SUV,FWD,ZS,ZS
2017 Hyundai i40,white,DIESEL,HYUNDAI,AUTOMATIC,124787,15500,NSW,2017,i40,3.0,2.5,3.0,Sedan,FWD,I40,I40
2021 Jeep Wrangler Unlimited,black,PETROL,JEEP,AUTOMATIC,73165,51900,NSW,2021,Wrangler Unlimited,3.5,3.5,4.0,SUV,4WD,WRANGLER,WRANGLER-UNLIMITED
2017 BMW X4,red,PETROL,BMW,AUTOMATIC,30000,45000,VIC,2017,X4,3.5,4.0,3.0,SUV,AWD,X4,X4
2007 Toyota Yaris,grey,PETROL,TOYOTA,AUTOMATIC,173000,7500,VIC,2007,Yaris,2.0,2.0,1.0,Hatchback,FWD,YARIS,YARIS
2019 Subaru WRX,grey,PETROL,SUBARU,AUTOMATIC,147000,31500,VIC,2019,WRX,3.8,3.5,2.0,Sedan,AWD,WRX,WRX
2018 Isuzu D-Max,white,DIESEL,ISUZU,AUTOMATIC,114000,16000,VIC,2018,D-Max,3.0,2.5,4.0,Dual-Cab UTE,4WD,D-MAX,D-MAX
2017 Ford Ranger,silver,DIESEL,FORD,AUTOMATIC,95000,28500,VIC,2017,Ranger,3.5,3.0,4.0,Dual-Cab UTE,4WD,RANGER,RANGER
2007 Volkswagen Golf,red,PETROL,VOLKSWAGEN,AUTOMATIC,245740,3999,VIC,2007,Golf,3.0,3.5,2.0,Hatchback,FWD,GOLF,GOLF
2011 Subaru Forester,white,PETROL,SUBARU,AUTOMATIC,212000,6500,VIC,2011,Forester,3.2,3.0,3.0,SUV,AWD,FORESTER,FORESTER
2021 Hyundai i30,white,PETROL,HYUNDAI,AUTOMATIC,62000,20999,VIC,2021,i30,3.0,2.5,2.0,Hatchback,FWD,I30,I30
2007 Ford Territory,grey,PETROL,FORD,AUTOMATIC,200000,3500,SA,2007,Territory,3.0,3.0,4.0,Large SUV,RWD,TERRITORY,TERRITORY
2011 Volkswagen Amarok,grey,DIESEL,VOLKSWAGEN,MANUAL,221500,14500,SA,2011,Amarok,3.5,2.5,4.5,Dual-Cab UTE,4WD,AMAROK,AMAROK
2016 Porsche Cayenne,white,DIESEL,PORSCHE,AUTOMATIC,130000,60000,SA,2016,Cayenne,4.2,4.5,4.0,SUV,AWD,CAYENNE,CAYENNE
2014 BMW F22 M235i ,black,PETROL,BMW,AUTOMATIC,140200,12500,SA,2014,f22 m235i,4.0,4.0,2.0,Coupe,RWD,M2,M235I
2014 Ford Focus,blue,PETROL,FORD,AUTOMATIC,135000,8990,SA,2014,Focus,3.2,2.5,2.0,Hatchback,FWD,FOCUS,FOCUS
2005 Subaru Impreza,white,PETROL,SUBARU,MANUAL,233000,3500,SA,2005,Impreza,3.0,2.5,2.0,Sedan,AWD,IMPREZA,IMPREZA
2013 Jeep Cherokee,black,PETROL,JEEP,AUTOMATIC,210000,8500,SA,2013,Cherokee,3.0,3.0,3.0,SUV,4WD,CHEROKEE,CHEROKEE
2013 Holden Calais,silver,OTHER,HOLDEN,AUTOMATIC,163000,18000,SA,2013,Calais,3.5,4.0,4.0,Sedan,RWD,CALAIS,CALAIS
